correct,response,range_category,trial,stimulus_id
0.24982,0.18,short,0,0
0.48029,0.52,short,1,1
0.3928,0.54,short,2,2
0.33946,0.38,short,3,3
0.16241,0.15,short,4,4
0.1624,0.16,short,5,5
0.12323,0.13,short,6,6
0.44647,0.49,short,7,7
0.34045,0.5,short,8,8
0.38323,0.53,short,9,9
0.24982,0.18,short,10,0
0.48029,0.51,short,11,1
0.3928,0.45,short,12,2
0.33946,0.3,short,13,3
0.16241,0.19,short,14,4
0.1624,0.2,short,15,5
0.12323,0.15,short,16,6
0.44647,0.43,short,17,7
0.34045,0.52,short,18,8
0.38323,0.55,short,19,9
0.24982,0.18,short,20,0
0.48029,0.55,short,21,1
0.3928,0.42,short,22,2
0.33946,0.27,short,23,3
0.16241,0.11,short,24,4
0.1624,0.14,short,25,5
0.12323,0.13,short,26,6
0.44647,0.59,short,27,7
0.34045,0.53,short,28,8
0.38323,0.47,short,29,9
0.24982,0.18,short,30,0
0.48029,0.5,short,31,1
0.3928,0.53,short,32,2
0.33946,0.28,short,33,3
0.16241,0.21,short,34,4
0.1624,0.14,short,35,5
0.12323,0.13,short,36,6
0.44647,0.51,short,37,7
0.34045,0.49,short,38,8
0.38323,0.53,short,39,9
0.24982,0.15,short,40,0
0.48029,0.53,short,41,1
0.3928,0.42,short,42,2
0.33946,0.29,short,43,3
0.16241,0.2,short,44,4
0.1624,0.18,short,45,5
0.12323,0.16,short,46,6
0.44647,0.47,short,47,7
0.34045,0.52,short,48,8
0.38323,0.56,short,49,9
0.48727,0.53,medium,0,0
0.77536,0.81,medium,1,1
0.666,0.68,medium,2,2
0.59933,0.64,medium,3,3
0.37801,0.4,medium,4,4
0.378,0.42,medium,5,5
0.32904,0.28,medium,6,6
0.73309,0.77,medium,7,7
0.60056,0.62,medium,8,8
0.65404,0.69,medium,9,9
0.48727,0.52,medium,10,0
0.77536,0.78,medium,11,1
0.666,0.7,medium,12,2
0.59933,0.62,medium,13,3
0.37801,0.44,medium,14,4
0.378,0.43,medium,15,5
0.32904,0.33,medium,16,6
0.73309,0.77,medium,17,7
0.60056,0.63,medium,18,8
0.65404,0.68,medium,19,9
0.48727,0.51,medium,20,0
0.77536,0.87,medium,21,1
0.666,0.68,medium,22,2
0.59933,0.62,medium,23,3
0.37801,0.38,medium,24,4
0.378,0.4,medium,25,5
0.32904,0.29,medium,26,6
0.73309,0.74,medium,27,7
0.60056,0.65,medium,28,8
0.65404,0.68,medium,29,9
0.48727,0.49,medium,30,0
0.77536,0.79,medium,31,1
0.666,0.66,medium,32,2
0.59933,0.6,medium,33,3
0.37801,0.4,medium,34,4
0.378,0.38,medium,35,5
0.32904,0.3,medium,36,6
0.73309,0.73,medium,37,7
0.60056,0.59,medium,38,8
0.65404,0.68,medium,39,9
0.48727,0.49,medium,40,0
0.77536,0.77,medium,41,1
0.666,0.69,medium,42,2
0.59933,0.6,medium,43,3
0.37801,0.42,medium,44,4
0.378,0.37,medium,45,5
0.32904,0.28,medium,46,6
0.73309,0.74,medium,47,7
0.60056,0.62,medium,48,8
0.65404,0.56,medium,49,9
0.64982,0.66,long,0,0
0.88029,0.81,long,1,1
0.7928,0.88,long,2,2
0.73946,0.8,long,3,3
0.56241,0.62,long,4,4
0.5624,0.64,long,5,5
0.52323,0.63,long,6,6
0.84647,0.82,long,7,7
0.74045,0.8,long,8,8
0.78323,0.78,long,9,9
0.64982,0.65,long,10,0
0.88029,0.79,long,11,1
0.7928,0.69,long,12,2
0.73946,0.66,long,13,3
0.56241,0.54,long,14,4
0.5624,0.55,long,15,5
0.52323,0.52,long,16,6
0.84647,0.73,long,17,7
0.74045,0.74,long,18,8
0.78323,0.7,long,19,9
0.64982,0.66,long,20,0
0.88029,0.81,long,21,1
0.7928,0.85,long,22,2
0.73946,0.83,long,23,3
0.56241,0.59,long,24,4
0.5624,0.57,long,25,5
0.52323,0.55,long,26,6
0.84647,0.89,long,27,7
0.74045,0.88,long,28,8
0.78323,0.9,long,29,9
0.64982,0.63,long,30,0
0.88029,0.87,long,31,1
0.7928,0.82,long,32,2
0.73946,0.76,long,33,3
0.56241,0.53,long,34,4
0.5624,0.48,long,35,5
0.52323,0.5,long,36,6
0.84647,0.83,long,37,7
0.74045,0.82,long,38,8
0.78323,0.77,long,39,9
0.64982,0.62,long,40,0
0.88029,0.79,long,41,1
0.7928,0.76,long,42,2
0.73946,0.7,long,43,3
0.56241,0.56,long,44,4
0.5624,0.55,long,45,5
0.52323,0.53,long,46,6
0.84647,0.79,long,47,7
0.74045,0.73,long,48,8
0.78323,0.74,long,49,9
