correct,response,input_value,range_category,trial,stimulus_id
3.47,5.0,3.47,short,0,0
7.26,11.0,7.26,short,1,1
5.89,10.0,5.89,short,2,2
4.95,5.0,4.95,short,3,3
1.98,3.0,1.98,short,4,4
1.89,3.0,1.89,short,5,5
1.27,3.0,1.27,short,6,6
7.01,7.0,7.01,short,7,7
4.83,7.0,4.83,short,8,8
5.52,8.0,5.52,short,9,9
1.06,2.0,1.06,short,10,10
7.52,9.0,7.52,short,11,11
6.18,7.0,6.18,short,12,12
2.28,4.0,2.28,short,13,13
2.08,3.0,2.08,short,14,14
2.18,4.0,2.18,short,15,15
3.0,4.0,3.0,short,16,16
4.58,7.0,4.58,short,17,17
3.96,3.0,3.96,short,18,18
2.96,4.0,2.96,short,19,19
3.47,5.0,3.47,short,20,0
7.26,10.0,7.26,short,21,1
5.89,10.0,5.89,short,22,2
4.95,5.0,4.95,short,23,3
1.98,3.0,1.98,short,24,4
1.89,3.0,1.89,short,25,5
1.27,3.0,1.27,short,26,6
7.01,6.0,7.01,short,27,7
4.83,6.0,4.83,short,28,8
5.52,6.0,5.52,short,29,9
1.06,2.0,1.06,short,30,10
7.52,8.0,7.52,short,31,11
6.18,7.0,6.18,short,32,12
2.28,3.0,2.28,short,33,13
2.08,2.0,2.08,short,34,14
2.18,4.0,2.18,short,35,15
3.0,4.0,3.0,short,36,16
4.58,8.0,4.58,short,37,17
3.96,3.0,3.96,short,38,18
2.96,4.0,2.96,short,39,19
3.47,4.5,3.47,short,40,0
7.26,6.5,7.26,short,41,1
5.89,7.5,5.89,short,42,2
4.95,3.5,4.95,short,43,3
1.98,2.5,1.98,short,44,4
1.89,2.5,1.89,short,45,5
1.27,3.0,1.27,short,46,6
7.01,4.5,7.01,short,47,7
4.83,5.0,4.83,short,48,8
5.52,6.0,5.52,short,49,9
1.06,2.0,1.06,short,50,10
7.52,6.5,7.52,short,51,11
6.18,5.5,6.18,short,52,12
2.28,2.5,2.28,short,53,13
2.08,2.5,2.08,short,54,14
2.18,3.0,2.18,short,55,15
3.0,3.5,3.0,short,56,16
4.58,6.0,4.58,short,57,17
3.96,3.0,3.96,short,58,18
2.96,3.5,2.96,short,59,19
3.47,7.2,3.47,short,60,0
7.26,10.2,7.26,short,61,1
5.89,11.1,5.89,short,62,2
4.95,5.8,4.95,short,63,3
1.98,3.3,1.98,short,64,4
1.89,3.5,1.89,short,65,5
1.27,3.3,1.27,short,66,6
7.01,6.5,7.01,short,67,7
4.83,6.4,4.83,short,68,8
5.52,8.1,5.52,short,69,9
1.06,2.3,1.06,short,70,10
7.52,9.2,7.52,short,71,11
6.18,7.6,6.18,short,72,12
2.28,3.3,2.28,short,73,13
2.08,2.9,2.08,short,74,14
2.18,3.5,2.18,short,75,15
3.0,4.8,3.0,short,76,16
4.58,8.9,4.58,short,77,17
3.96,3.8,3.96,short,78,18
2.96,4.5,2.96,short,79,19
3.47,6.0,3.47,short,80,0
7.26,10.0,7.26,short,81,1
5.89,10.0,5.89,short,82,2
4.95,5.0,4.95,short,83,3
1.98,4.0,1.98,short,84,4
1.89,4.0,1.89,short,85,5
1.27,4.0,1.27,short,86,6
7.01,6.0,7.01,short,87,7
4.83,7.0,4.83,short,88,8
5.52,8.0,5.52,short,89,9
1.06,3.0,1.06,short,90,10
7.52,8.0,7.52,short,91,11
6.18,7.0,6.18,short,92,12
2.28,3.0,2.28,short,93,13
2.08,3.0,2.08,short,94,14
2.18,4.0,2.18,short,95,15
3.0,4.0,3.0,short,96,16
4.58,8.0,4.58,short,97,17
3.96,4.0,3.96,short,98,18
2.96,4.0,2.96,short,99,19
9.57,12.5,9.57,medium,0,0
18.43,20.5,18.43,medium,1,1
15.74,21.0,15.74,medium,2,2
13.13,18.5,13.13,medium,3,3
6.72,8.0,6.72,medium,4,4
7.0,5.5,7.0,medium,5,5
5.81,9.5,5.81,medium,6,6
17.63,14.0,17.63,medium,7,7
12.67,14.5,12.67,medium,8,8
15.37,21.5,15.37,medium,9,9
5.2,6.5,5.2,medium,10,10
19.22,24.0,19.22,medium,11,11
16.15,19.5,16.15,medium,12,12
7.77,8.5,7.77,medium,13,13
7.24,9.0,7.24,medium,14,14
7.35,11.5,7.35,medium,15,15
8.9,6.0,8.9,medium,16,16
11.89,18.5,11.89,medium,17,17
10.84,13.5,10.84,medium,18,18
9.12,13.5,9.12,medium,19,19
9.57,9.5,9.57,medium,20,0
18.43,20.5,18.43,medium,21,1
15.74,19.5,15.74,medium,22,2
13.13,16.5,13.13,medium,23,3
6.72,8.5,6.72,medium,24,4
7.0,5.0,7.0,medium,25,5
5.81,8.5,5.81,medium,26,6
17.63,11.5,17.63,medium,27,7
12.67,12.5,12.67,medium,28,8
15.37,15.5,15.37,medium,29,9
5.2,6.5,5.2,medium,30,10
19.22,20.5,19.22,medium,31,11
16.15,15.5,16.15,medium,32,12
7.77,7.0,7.77,medium,33,13
7.24,8.0,7.24,medium,34,14
7.35,9.5,7.35,medium,35,15
8.9,5.5,8.9,medium,36,16
11.89,13.0,11.89,medium,37,17
10.84,11.5,10.84,medium,38,18
9.12,10.5,9.12,medium,39,19
9.57,11.5,9.57,medium,40,0
18.43,21.7,18.43,medium,41,1
15.74,19.8,15.74,medium,42,2
13.13,17.2,13.13,medium,43,3
6.72,7.8,6.72,medium,44,4
7.0,5.9,7.0,medium,45,5
5.81,8.4,5.81,medium,46,6
17.63,15.3,17.63,medium,47,7
12.67,14.9,12.67,medium,48,8
15.37,20.4,15.37,medium,49,9
5.2,6.9,5.2,medium,50,10
19.22,24.7,19.22,medium,51,11
16.15,18.2,16.15,medium,52,12
7.77,8.6,7.77,medium,53,13
7.24,9.3,7.24,medium,54,14
7.35,12.2,7.35,medium,55,15
8.9,6.7,8.9,medium,56,16
11.89,18.6,11.89,medium,57,17
10.84,12.8,10.84,medium,58,18
9.12,14.9,9.12,medium,59,19
9.57,12.5,9.57,medium,60,0
18.43,20.3,18.43,medium,61,1
15.74,19.2,15.74,medium,62,2
13.13,14.7,13.13,medium,63,3
6.72,7.3,6.72,medium,64,4
7.0,4.5,7.0,medium,65,5
5.81,7.6,5.81,medium,66,6
17.63,12.1,17.63,medium,67,7
12.67,11.4,12.67,medium,68,8
15.37,14.9,15.37,medium,69,9
5.2,6.0,5.2,medium,70,10
19.22,18.4,19.22,medium,71,11
16.15,15.1,16.15,medium,72,12
7.77,6.4,7.77,medium,73,13
7.24,7.2,7.24,medium,74,14
7.35,9.3,7.35,medium,75,15
8.9,5.1,8.9,medium,76,16
11.89,13.4,11.89,medium,77,17
10.84,11.9,10.84,medium,78,18
9.12,11.9,9.12,medium,79,19
9.57,12.5,9.57,medium,80,0
18.43,28.7,18.43,medium,81,1
15.74,29.9,15.74,medium,82,2
13.13,20.8,13.13,medium,83,3
6.72,8.5,6.72,medium,84,4
7.0,6.2,7.0,medium,85,5
5.81,7.8,5.81,medium,86,6
17.63,14.9,17.63,medium,87,7
12.67,13.6,12.67,medium,88,8
15.37,20.1,15.37,medium,89,9
5.2,7.3,5.2,medium,90,10
19.22,25.7,19.22,medium,91,11
16.15,19.4,16.15,medium,92,12
7.77,8.9,7.77,medium,93,13
7.24,8.9,7.24,medium,94,14
7.35,12.1,7.35,medium,95,15
8.9,5.3,8.9,medium,96,16
11.89,15.4,11.89,medium,97,17
10.84,12.8,10.84,medium,98,18
9.12,12.5,9.12,medium,99,19
26.62,28.7,26.62,long,0,0
48.03,55.3,48.03,long,1,1
40.53,38.3,40.53,long,2,2
35.76,50.8,35.76,long,3,3
20.13,33.1,20.13,long,4,4
20.28,19.7,20.28,long,5,5
16.69,14.1,16.69,long,6,6
44.63,62.8,44.63,long,7,7
35.43,50.1,35.43,long,8,8
39.64,56.1,39.64,long,9,9
15.48,14.7,15.48,long,10,10
48.87,85.6,48.87,long,11,11
43.74,30.6,43.74,long,12,12
21.82,27.6,21.82,long,13,13
20.9,25.9,20.9,long,14,14
21.08,34.5,21.08,long,15,15
25.45,40.5,25.45,long,16,16
32.34,29.6,32.34,long,17,17
29.53,54.2,29.53,long,18,18
23.66,35.9,23.66,long,19,19
26.62,40.0,26.62,long,20,0
48.03,55.0,48.03,long,21,1
40.53,35.0,40.53,long,22,2
35.76,45.0,35.76,long,23,3
20.13,35.0,20.13,long,24,4
20.28,20.0,20.28,long,25,5
16.69,15.0,16.69,long,26,6
44.63,50.0,44.63,long,27,7
35.43,45.0,35.43,long,28,8
39.64,40.0,39.64,long,29,9
15.48,10.0,15.48,long,30,10
48.87,55.0,48.87,long,31,11
43.74,25.0,43.74,long,32,12
21.82,20.0,21.82,long,33,13
20.9,20.0,20.9,long,34,14
21.08,20.0,21.08,long,35,15
25.45,35.0,25.45,long,36,16
32.34,20.0,32.34,long,37,17
29.53,30.0,29.53,long,38,18
23.66,20.0,23.66,long,39,19
