range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Combo_NonOracle,0.0,-151.980511796806,0.21875451412036764,0.9698157368591986,0.018516673196177277,0.002623118394213062
long,Combo_Oracle,0.0,-151.82832938915772,0.2190876734474466,0.969723726630088,0.018356452222958373,0.0006804313217834945
long,EmpiricalLinear,2.0,-148.13414370029994,0.2184186954247179,0.9699083398346682,0.018591664799043617,0.0028000000000000646
long,Equal,0.0,-116.23542307186074,0.3127490301360433,0.9383037917117423,0.17871648469013685,-0.019087999999999924
long,LLM(Combined),,,0.0,1.0,0.21759559022416733,0.04948840507999994
medium,Combo_Oracle,0.0,-333.97123819669565,0.0354471514814564,0.9991936377047618,0.0013109332887433283,-0.0008813081246884202
medium,Combo_NonOracle,0.0,-333.2292411739511,0.03571114649667455,0.9991815821053606,0.001878146953677236,0.00026927472488416095
medium,EmpiricalLinear,2.0,-330.1792350081835,0.035373499160346,0.9991969851530776,0.00043659190441420483,3.1702000000022323e-05
medium,Equal,0.0,-149.5243358506436,0.2241940385626271,0.9677436182288572,0.21553362297614434,0.029429851000000076
medium,LLM(Combined),,,0.0,1.0,0.035373615213037,-0.00500511999999988
short,Combo_Oracle,0.0,-253.0647116007087,0.07960748832785504,0.9956029893851737,0.0006189046548039685,0.00020087680289629262
short,Combo_NonOracle,0.0,-252.78015775806924,0.07983433709533098,0.9955778943185942,0.0016383943306247585,0.00022081819404214275
short,EmpiricalLinear,2.0,-249.07600766652678,0.07959849632145703,0.9956039826513958,0.0001663505896249832,3.104862501593253e-05
short,Equal,0.0,-149.48077452655372,0.22429172172885312,0.9650959228585154,0.19911496241078286,0.023513854021191837
short,LLM(Combined),,,0.0,1.0,0.07960475521821327,0.0012210093200000572
