range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.8484848484848486,0.15151515151515138
short,1,0.2498093058733792,0.7501906941266208
short,2,0.8517364203027605,0.14826357969723947
short,3,0.9674690956408588,0.03253090435914119
short,4,0.3407407407407406,0.6592592592592594
short,5,0.339622641509434,0.660377358490566
short,6,0.9997658627955982,0.00023413720440179642
short,7,0.9998727569894655,0.0001272430105344613
short,8,0.47473309608540915,0.5252669039145909
short,9,0.6064736079087766,0.3935263920912234
medium,0,0.9997180080085726,0.0002819919914274216
medium,1,0.5525727069351231,0.44742729306487694
medium,2,0.4026830877501648,0.5973169122498352
medium,3,0.9935897435897436,0.0064102564102563875
medium,4,0.8358788506342221,0.16412114936577793
medium,5,0.4839347503707365,0.5160652496292635
medium,6,0.9489087301587301,0.05109126984126988
medium,7,0.2344827586206895,0.7655172413793105
medium,8,0.9947229551451187,0.005277044854881341
medium,9,0.9698340874811463,0.0301659125188537
long,0,0.22375276223043042,0.7762472377695696
long,1,0.3781094527363184,0.6218905472636815
long,2,0.29729729729729687,0.7027027027027031
long,3,0.6921023359288099,0.3078976640711901
long,4,0.9942137163853086,0.0057862836146913565
long,5,0.975461567907657,0.024538432092342966
long,6,0.9577323400433242,0.04226765995667581
long,7,0.436619718309859,0.563380281690141
long,8,0.2490941453181617,0.7509058546818383
long,9,0.1545685977707443,0.8454314022292557
