correct,response,range_category,trial,stimulus_id
0.24982,0.22,short,0,0
0.48029,0.63,short,1,1
0.3928,0.53,short,2,2
0.33946,0.38,short,3,3
0.16241,0.15,short,4,4
0.1624,0.12,short,5,5
0.12323,0.09,short,6,6
0.44647,0.42,short,7,7
0.34045,0.36,short,8,8
0.38323,0.34,short,9,9
0.24982,0.26,short,10,0
0.48029,0.48,short,11,1
0.3928,0.45,short,12,2
0.33946,0.34,short,13,3
0.16241,0.13,short,14,4
0.1624,0.11,short,15,5
0.12323,0.09,short,16,6
0.44647,0.34,short,17,7
0.34045,0.3,short,18,8
0.38323,0.29,short,19,9
0.24982,0.23,short,20,0
0.48029,0.63,short,21,1
0.3928,0.59,short,22,2
0.33946,0.32,short,23,3
0.16241,0.15,short,24,4
0.1624,0.11,short,25,5
0.12323,0.07,short,26,6
0.44647,0.48,short,27,7
0.34045,0.33,short,28,8
0.38323,0.31,short,29,9
0.24982,0.21,short,30,0
0.48029,0.63,short,31,1
0.3928,0.53,short,32,2
0.33946,0.3,short,33,3
0.16241,0.13,short,34,4
0.1624,0.11,short,35,5
0.12323,0.06,short,36,6
0.44647,0.41,short,37,7
0.34045,0.27,short,38,8
0.38323,0.29,short,39,9
0.24982,0.26,short,40,0
0.48029,0.57,short,41,1
0.3928,0.54,short,42,2
0.33946,0.36,short,43,3
0.16241,0.16,short,44,4
0.1624,0.13,short,45,5
0.12323,0.07,short,46,6
0.44647,0.43,short,47,7
0.34045,0.33,short,48,8
0.38323,0.36,short,49,9
0.48727,0.73,medium,0,0
0.77536,0.78,medium,1,1
0.666,0.68,medium,2,2
0.59933,0.57,medium,3,3
0.37801,0.36,medium,4,4
0.378,0.22,medium,5,5
0.32904,0.24,medium,6,6
0.73309,0.65,medium,7,7
0.60056,0.53,medium,8,8
0.65404,0.75,medium,9,9
0.48727,0.72,medium,10,0
0.77536,0.77,medium,11,1
0.666,0.63,medium,12,2
0.59933,0.61,medium,13,3
0.37801,0.34,medium,14,4
0.378,0.26,medium,15,5
0.32904,0.25,medium,16,6
0.73309,0.71,medium,17,7
0.60056,0.57,medium,18,8
0.65404,0.74,medium,19,9
0.48727,0.64,medium,20,0
0.77536,0.76,medium,21,1
0.666,0.67,medium,22,2
0.59933,0.53,medium,23,3
0.37801,0.33,medium,24,4
0.378,0.26,medium,25,5
0.32904,0.24,medium,26,6
0.73309,0.64,medium,27,7
0.60056,0.58,medium,28,8
0.65404,0.72,medium,29,9
0.48727,0.735,medium,30,0
0.77536,0.786,medium,31,1
0.666,0.675,medium,32,2
0.59933,0.615,medium,33,3
0.37801,0.314,medium,34,4
0.378,0.25,medium,35,5
0.32904,0.265,medium,36,6
0.73309,0.645,medium,37,7
0.60056,0.575,medium,38,8
0.65404,0.705,medium,39,9
0.48727,0.731,medium,40,0
0.77536,0.75,medium,41,1
0.666,0.679,medium,42,2
0.59933,0.581,medium,43,3
0.37801,0.33,medium,44,4
0.378,0.256,medium,45,5
0.32904,0.221,medium,46,6
0.73309,0.65,medium,47,7
0.60056,0.568,medium,48,8
0.65404,0.719,medium,49,9
0.64982,0.63,long,0,0
0.88029,0.88,long,1,1
0.7928,0.79,long,2,2
0.73946,0.78,long,3,3
0.56241,0.53,long,4,4
0.5624,0.41,long,5,5
0.52323,0.55,long,6,6
0.84647,0.87,long,7,7
0.74045,0.76,long,8,8
0.78323,0.69,long,9,9
0.64982,0.695,long,10,0
0.88029,0.872,long,11,1
0.7928,0.785,long,12,2
0.73946,0.764,long,13,3
0.56241,0.583,long,14,4
0.5624,0.445,long,15,5
0.52323,0.532,long,16,6
0.84647,0.849,long,17,7
0.74045,0.771,long,18,8
0.78323,0.687,long,19,9
0.64982,0.61,long,20,0
0.88029,0.87,long,21,1
0.7928,0.79,long,22,2
0.73946,0.77,long,23,3
0.56241,0.53,long,24,4
0.5624,0.42,long,25,5
0.52323,0.56,long,26,6
0.84647,0.85,long,27,7
0.74045,0.76,long,28,8
0.78323,0.67,long,29,9
0.64982,0.67,long,30,0
0.88029,0.86,long,31,1
0.7928,0.77,long,32,2
0.73946,0.72,long,33,3
0.56241,0.51,long,34,4
0.5624,0.43,long,35,5
0.52323,0.53,long,36,6
0.84647,0.83,long,37,7
0.74045,0.73,long,38,8
0.78323,0.68,long,39,9
0.64982,0.64,long,40,0
0.88029,0.83,long,41,1
0.7928,0.77,long,42,2
0.73946,0.75,long,43,3
0.56241,0.53,long,44,4
0.5624,0.41,long,45,5
0.52323,0.54,long,46,6
0.84647,0.84,long,47,7
0.74045,0.77,long,48,8
0.78323,0.67,long,49,9
