range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Combo_Oracle,0.0,2.365206750354938,1.0307875930252348,-0.5365798759389018,1.2039573366963676,-0.6121495945943691
long,EmpiricalLinear,2.0,8.286387791388993,1.0564916870245455,-0.6141687837808443,1.4377212646593738,-0.9718148564672555
long,Combo_NonOracle,0.0,13.159948952051215,1.1837854286744345,-1.0265753494574956,1.557639802375111,-1.1690320153116462
long,Equal,0.0,25.44091339750182,1.3856447522106499,-1.7766464114937564,1.7361807412115584,-1.3539735615362274
long,LLM(Combined),,,0.0,1.0,0.9058365398476019,-0.5826410256410257
medium,EmpiricalLinear,2.0,-56.38592028730563,0.4788280792142095,0.8688350607331896,0.7130863302673361,-0.01874011102570559
medium,Combo_Oracle,0.0,-46.01206040921917,0.5705681341830151,0.8137597405109742,0.6976821097466257,0.15065274568854228
medium,Combo_NonOracle,0.0,-33.67820672944148,0.6631793330177679,0.7483942804309793,0.8029790944844855,-0.41869088074457955
medium,Equal,0.0,2.626174092806776,1.0325448811417053,0.3900750234525079,1.0961258120375679,-0.7937470584064944
medium,LLM(Combined),,,0.0,1.0,0.9250083920515823,-0.052629268292682815
short,Combo_NonOracle,0.0,-95.82481366649587,0.33658036336305314,0.9138868164146067,0.4291009957251658,-0.12097466837595229
short,EmpiricalLinear,2.0,-82.03007278161981,0.37620748595946735,0.8924161797974637,0.5368500794085145,0.010599182512277018
short,Equal,0.0,-64.8759283609556,0.47843904749937555,0.8260015700114789,0.4781536303548006,-0.24435881795287265
short,Combo_Oracle,0.0,-56.10285652503801,0.5285951455176059,0.7876078622603517,0.578983182241201,0.4022061730897718
short,LLM(Combined),,,0.0,1.0,0.401108029542711,-0.022163636363636243
