correct,response,input_value,range_category,trial,stimulus_id
2.4622,14.9,2.4622,short,0,0
4.8023,14.1,4.8023,short,1,1
4.0078,14.2,4.0078,short,2,2
3.4004,14.1,3.4004,short,3,3
1.5,7.1,1.5,short,4,4
1.6771,7.1,1.6771,short,5,5
1.25,6.1,1.25,short,6,6
4.3732,10.3,4.3732,short,7,7
3.4004,7.1,3.4004,short,8,8
3.8243,5.1,3.8243,short,9,9
2.4622,14.9,2.4622,short,10,0
4.8023,14.1,4.8023,short,11,1
4.0078,13.9,4.0078,short,12,2
3.4004,14.2,3.4004,short,13,3
1.5,7.1,1.5,short,14,4
1.6771,7.3,1.6771,short,15,5
1.25,6.4,1.25,short,16,6
4.3732,10.6,4.3732,short,17,7
3.4004,9.5,3.4004,short,18,8
3.8243,5.8,3.8243,short,19,9
2.4622,14.9,2.4622,short,20,0
4.8023,14.2,4.8023,short,21,1
4.0078,14.8,4.0078,short,22,2
3.4004,14.1,3.4004,short,23,3
1.5,7.1,1.5,short,24,4
1.6771,7.3,1.6771,short,25,5
1.25,6.3,1.25,short,26,6
4.3732,10.7,4.3732,short,27,7
3.4004,9.4,3.4004,short,28,8
3.8243,5.9,3.8243,short,29,9
2.4622,14.9,2.4622,short,30,0
4.8023,14.1,4.8023,short,31,1
4.0078,13.5,4.0078,short,32,2
3.4004,11.2,3.4004,short,33,3
1.5,7.1,1.5,short,34,4
1.6771,7.2,1.6771,short,35,5
1.25,6.4,1.25,short,36,6
4.3732,10.4,4.3732,short,37,7
3.4004,9.4,3.4004,short,38,8
3.8243,5.8,3.8243,short,39,9
2.4622,14.9,2.4622,short,40,0
4.8023,14.1,4.8023,short,41,1
4.0078,13.8,4.0078,short,42,2
3.4004,14.2,3.4004,short,43,3
1.5,7.1,1.5,short,44,4
1.6771,7.2,1.6771,short,45,5
1.25,6.4,1.25,short,46,6
4.3732,10.5,4.3732,short,47,7
3.4004,7.8,3.4004,short,48,8
3.8243,5.9,3.8243,short,49,9
4.423,14.94,4.423,medium,0,0
6.8648,7.07,6.8648,medium,1,1
5.8363,14.14,5.8363,medium,2,2
5.3502,7.07,5.3502,medium,3,3
3.5532,5.66,3.5532,medium,4,4
3.5089,5.09,3.5089,medium,5,5
3.1623,7.07,3.1623,medium,6,6
6.5192,14.14,6.5192,medium,7,7
5.3502,7.07,5.3502,medium,8,8
5.8149,14.14,5.8149,medium,9,9
4.423,14.83,4.423,medium,10,0
6.8648,7.07,6.8648,medium,11,1
5.8363,14.14,5.8363,medium,12,2
5.3502,7.81,5.3502,medium,13,3
3.5532,5.09,3.5532,medium,14,4
3.5089,5.66,3.5089,medium,15,5
3.1623,7.07,3.1623,medium,16,6
6.5192,14.14,6.5192,medium,17,7
5.3502,6.08,5.3502,medium,18,8
5.8149,7.62,5.8149,medium,19,9
4.423,14.0,4.423,medium,20,0
6.8648,7.0,6.8648,medium,21,1
5.8363,12.0,5.8363,medium,22,2
5.3502,7.0,5.3502,medium,23,3
3.5532,5.0,3.5532,medium,24,4
3.5089,6.0,3.5089,medium,25,5
3.1623,7.0,3.1623,medium,26,6
6.5192,11.0,6.5192,medium,27,7
5.3502,6.0,5.3502,medium,28,8
5.8149,8.0,5.8149,medium,29,9
4.423,14.83,4.423,medium,30,0
6.8648,7.07,6.8648,medium,31,1
5.8363,14.14,5.8363,medium,32,2
5.3502,7.81,5.3502,medium,33,3
3.5532,5.66,3.5532,medium,34,4
3.5089,5.09,3.5089,medium,35,5
3.1623,8.06,3.1623,medium,36,6
6.5192,14.14,6.5192,medium,37,7
5.3502,7.07,5.3502,medium,38,8
5.8149,14.14,5.8149,medium,39,9
4.423,14.83,4.423,medium,40,0
6.8648,7.07,6.8648,medium,41,1
5.8363,13.42,5.8363,medium,42,2
5.3502,7.81,5.3502,medium,43,3
3.5532,5.09,3.5532,medium,44,4
3.5089,5.66,3.5089,medium,45,5
3.1623,7.62,3.1623,medium,46,6
6.5192,14.14,6.5192,medium,47,7
5.3502,6.08,5.3502,medium,48,8
5.8149,7.81,5.8149,medium,49,9
6.408,14.9,6.408,long,0,0
8.6783,7.8,8.6783,long,1,1
7.9451,7.9,7.9451,long,2,2
7.2887,8.1,7.2887,long,3,3
5.5509,7.9,5.5509,long,4,4
5.7009,6.9,5.7009,long,5,5
5.2202,5.8,5.2202,long,6,6
8.5147,7.3,8.5147,long,7,7
7.433,8.6,7.433,long,8,8
7.8302,7.1,7.8302,long,9,9
6.408,14.8,6.408,long,10,0
8.6783,7.8,8.6783,long,11,1
7.9451,6.7,7.9451,long,12,2
7.2887,7.2,7.2887,long,13,3
5.5509,6.8,5.5509,long,14,4
5.7009,7.1,5.7009,long,15,5
5.2202,5.6,5.2202,long,16,6
8.5147,7.5,8.5147,long,17,7
7.433,8.2,7.433,long,18,8
7.8302,6.9,7.8302,long,19,9
6.408,14.9,6.408,long,20,0
8.6783,7.8,8.6783,long,21,1
7.9451,7.9,7.9451,long,22,2
7.2887,8.1,7.2887,long,23,3
5.5509,7.6,5.5509,long,24,4
5.7009,7.3,5.7009,long,25,5
5.2202,6.4,5.2202,long,26,6
8.5147,7.1,8.5147,long,27,7
7.433,8.3,7.433,long,28,8
7.8302,6.8,7.8302,long,29,9
6.408,14.8,6.408,long,30,0
8.6783,7.8,8.6783,long,31,1
7.9451,8.5,7.9451,long,32,2
7.2887,9.4,7.2887,long,33,3
5.5509,9.2,5.5509,long,34,4
5.7009,7.4,5.7009,long,35,5
5.2202,6.3,5.2202,long,36,6
8.5147,7.2,8.5147,long,37,7
7.433,8.9,7.433,long,38,8
7.8302,9.1,7.8302,long,39,9
6.408,14.83,6.408,long,40,0
8.6783,7.81,8.6783,long,41,1
7.9451,6.08,7.9451,long,42,2
7.2887,7.07,7.2887,long,43,3
5.5509,8.06,5.5509,long,44,4
5.7009,6.5,5.7009,long,45,5
5.2202,5.66,5.2202,long,46,6
8.5147,7.07,8.5147,long,47,7
7.433,8.54,7.433,long,48,8
7.8302,6.08,7.8302,long,49,9
