correct,response,range_category,trial
0.25,0.18,short,0
0.48,0.64,short,1
0.39,0.57,short,2
0.34,0.25,short,3
0.16,0.18,short,4
0.25,0.18,short,5
0.48,0.62,short,6
0.39,0.56,short,7
0.34,0.4,short,8
0.16,0.25,short,9
0.25,0.27,short,10
0.48,0.62,short,11
0.39,0.3,short,12
0.34,0.35,short,13
0.16,0.25,short,14
0.25,0.27,short,15
0.48,0.4,short,16
0.39,0.3,short,17
0.34,0.25,short,18
0.16,0.19,short,19
0.25,0.22,short,20
0.48,0.54,short,21
0.39,0.45,short,22
0.34,0.25,short,23
0.16,0.08,short,24
0.25,0.09,short,25
0.48,0.61,short,26
0.39,0.52,short,27
0.34,0.19,short,28
0.16,0.19,short,29
0.25,0.1,short,30
0.48,0.33,short,31
0.39,0.25,short,32
0.34,0.2,short,33
0.16,0.15,short,34
0.25,0.1,short,35
0.48,0.62,short,36
0.39,0.54,short,37
0.34,0.47,short,38
0.16,0.25,short,39
0.25,0.26,short,40
0.48,0.62,short,41
0.39,0.36,short,42
0.34,0.36,short,43
0.16,0.24,short,44
0.25,0.26,short,45
0.48,0.46,short,46
0.39,0.36,short,47
0.34,0.45,short,48
0.16,0.2,short,49
0.49,0.62,medium,0
0.78,0.92,medium,1
0.67,0.84,medium,2
0.6,0.81,medium,3
0.38,0.49,medium,4
0.49,0.62,medium,5
0.78,0.9,medium,6
0.67,0.66,medium,7
0.6,0.6,medium,8
0.38,0.4,medium,9
0.49,0.4,medium,10
0.78,0.9,medium,11
0.67,0.75,medium,12
0.6,0.65,medium,13
0.38,0.25,medium,14
0.49,0.29,medium,15
0.78,0.79,medium,16
0.67,0.75,medium,17
0.6,0.82,medium,18
0.38,0.26,medium,19
0.49,0.24,medium,20
0.78,0.77,medium,21
0.67,0.77,medium,22
0.6,0.82,medium,23
0.38,0.2,medium,24
0.49,0.22,medium,25
0.78,0.85,medium,26
0.67,0.82,medium,27
0.6,0.77,medium,28
0.38,0.2,medium,29
0.49,0.47,medium,30
0.78,0.83,medium,31
0.67,0.82,medium,32
0.6,0.71,medium,33
0.38,0.41,medium,34
0.49,0.47,medium,35
0.78,0.95,medium,36
0.67,0.8,medium,37
0.6,0.75,medium,38
0.38,0.2,medium,39
0.49,0.23,medium,40
0.78,0.95,medium,41
0.67,0.78,medium,42
0.6,0.72,medium,43
0.38,0.34,medium,44
0.49,0.3,medium,45
0.78,0.84,medium,46
0.67,0.78,medium,47
0.6,0.81,medium,48
0.38,0.23,medium,49
0.65,0.8,long,0
0.88,0.9,long,1
0.79,0.85,long,2
0.74,0.75,long,3
0.56,0.65,long,4
0.65,0.8,long,5
0.88,0.9,long,6
0.79,0.92,long,7
0.74,0.87,long,8
0.56,0.75,long,9
0.65,0.78,long,10
0.88,0.9,long,11
0.79,0.85,long,12
0.74,0.86,long,13
0.56,0.66,long,14
0.65,0.75,long,15
0.88,0.83,long,16
0.79,0.85,long,17
0.74,0.0,long,18
0.56,0.0,long,19
0.65,0.0,long,20
0.88,0.0,long,21
0.79,0.0,long,22
0.74,0.0,long,23
0.56,0.57,long,24
0.65,0.72,long,25
0.88,0.77,long,26
0.79,0.79,long,27
0.74,0.76,long,28
0.56,0.57,long,29
0.65,0.72,long,30
0.88,0.87,long,31
0.79,0.85,long,32
0.74,0.76,long,33
0.56,0.69,long,34
0.65,0.72,long,35
0.88,0.85,long,36
0.79,0.87,long,37
0.74,0.88,long,38
0.56,0.76,long,39
0.65,0.79,long,40
0.88,0.85,long,41
0.79,0.87,long,42
0.74,0.88,long,43
0.56,0.75,long,44
0.65,0.77,long,45
0.88,0.8,long,46
0.79,0.87,long,47
0.74,0.0,long,48
0.56,0.75,long,49
