correct,response,range_category,trial,stimulus_id
2.5,5.0,short,0,0
4.8023,6.75,short,1,1
3.9051,5.0,short,2,2
3.4004,4.75,short,3,3
1.6008,2.25,short,4,4
1.25,1.25,short,5,5
4.4721,7.0,short,6,6
1.118,1.118,short,7,7
4.8541,7.0,short,8,8
4.3661,7.0,short,9,9
2.5,6.4,short,10,0
4.8023,10.13,short,11,1
3.9051,5.5,short,12,2
3.4004,4.75,short,13,3
1.6008,2.25,short,14,4
1.25,1.25,short,15,5
4.4721,1.0,short,16,6
1.118,1.12,short,17,7
4.8541,0.25,short,18,8
4.3661,1.25,short,19,9
2.5,5.0,short,20,0
4.8023,6.75,short,21,1
3.9051,5.0,short,22,2
3.4004,4.75,short,23,3
1.6008,2.25,short,24,4
1.25,1.25,short,25,5
4.4721,7.07,short,26,6
1.118,1.12,short,27,7
4.8541,7.01,short,28,8
4.3661,7.12,short,29,9
2.5,5.0,short,30,0
4.8023,7.25,short,31,1
3.9051,5.0,short,32,2
3.4004,4.75,short,33,3
1.6008,2.25,short,34,4
1.25,1.25,short,35,5
4.4721,1.0,short,36,6
1.118,1.118,short,37,7
4.8541,0.25,short,38,8
4.3661,1.25,short,39,9
2.5,,short,40,0
4.8023,3.75,short,41,1
3.9051,5.5,short,42,2
3.4004,4.75,short,43,3
1.6008,1.25,short,44,4
1.25,1.25,short,45,5
4.4721,7.07,short,46,6
1.118,1.118,short,47,7
4.8541,7.003,short,48,8
4.3661,7.031,short,49,9
4.4721,14.14,medium,0,0
6.8237,11.08,medium,1,1
5.9634,9.03,medium,2,2
5.3852,9.22,medium,3,3
3.6056,5.0,medium,4,4
3.25,5.04,medium,5,5
6.5,11.18,medium,6,6
5.831,9.06,medium,7,7
3.0923,5.08,medium,8,8
6.8966,9.41,medium,9,9
4.4721,,medium,10,0
6.8237,5.062256,medium,11,1
5.9634,4.031129,medium,12,2
5.3852,5.0,medium,13,3
3.6056,5.0,medium,14,4
3.25,5.075642,medium,15,5
6.5,5.5,medium,16,6
5.831,4.031129,medium,17,7
3.0923,5.031129,medium,18,8
6.8966,4.031129,medium,19,9
4.4721,,medium,20,0
6.8237,13.89,medium,21,1
5.9634,9.03,medium,22,2
5.3852,9.22,medium,23,3
3.6056,5.0,medium,24,4
3.25,5.06,medium,25,5
6.5,14.59,medium,26,6
5.831,9.06,medium,27,7
3.0923,5.16,medium,28,8
6.8966,10.41,medium,29,9
4.4721,,medium,30,0
6.8237,11.03,medium,31,1
5.9634,9.03,medium,32,2
5.3852,9.22,medium,33,3
3.6056,5.0,medium,34,4
3.25,3.75,medium,35,5
6.5,11.5,medium,36,6
5.831,9.06,medium,37,7
3.0923,3.25,medium,38,8
6.8966,9.84,medium,39,9
4.4721,11.18,medium,40,0
6.8237,11.46,medium,41,1
5.9634,9.03,medium,42,2
5.3852,9.22,medium,43,3
3.6056,5.0,medium,44,4
3.25,5.03,medium,45,5
6.5,11.53,medium,46,6
5.831,9.06,medium,47,7
3.0923,5.16,medium,48,8
6.8966,9.89,medium,49,9
6.5,11.94,long,0,0
8.8459,12.5,long,1,1
7.9412,13.19,long,2,2
7.433,10.5,long,3,3
5.6569,7.0,long,4,4
5.2202,9.22,long,5,5
8.4595,13.06,long,6,6
7.8262,13.19,long,7,7
5.099,9.43,long,8,8
8.9022,13.03,long,9,9
6.5,15.55,long,10,0
8.8459,12.5,long,11,1
7.9412,15.25,long,12,2
7.433,10.5,long,13,3
5.6569,9.899494936611665,long,14,4
5.2202,12.5,long,15,5
8.4595,14.25,long,16,6
7.8262,15.5,long,17,7
5.099,12.041594578777174,long,18,8
8.9022,13.5,long,19,9
6.5,31.42,long,20,0
8.8459,35.5,long,21,1
7.9412,37.41,long,22,2
7.433,29.65,long,23,3
5.6569,21.21,long,24,4
5.2202,24.5,long,25,5
8.4595,36.29,long,26,6
7.8262,37.41,long,27,7
5.099,23.45,long,28,8
8.9022,35.64,long,29,9
6.5,,long,30,0
8.8459,12.5,long,31,1
7.9412,13.0,long,32,2
7.433,10.5,long,33,3
5.6569,7.0,long,34,4
5.2202,9.0,long,35,5
8.4595,13.0,long,36,6
7.8262,13.0,long,37,7
5.099,9.0,long,38,8
8.9022,13.0,long,39,9
6.5,23.83,long,40,0
8.8459,25.62,long,41,1
7.9412,27.02,long,42,2
7.433,21.02,long,43,3
5.6569,14.0,long,44,4
5.2202,16.52,long,45,5
8.4595,26.12,long,46,6
7.8262,27.37,long,47,7
5.099,16.91,long,48,8
8.9022,25.62,long,49,9
