range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Bayes(stimulus),0.0,-44.39979294113219,0.6414667490389533,0.5040702364389764,0.6950953497190748,-0.18067352259042607
long,Bayes(range),0.0,-32.9947132279995,0.7189617422945869,0.37700661220665777,0.7277740127652866,-0.3938516032643674
long,EmpiricalLinear,3.0,-25.80146624209017,0.7275921200737873,0.3619600844437706,0.7112425664669182,-0.27307558515393177
long,Equal,0.0,-4.792791432123972,0.9532024968494366,-0.09507084759287521,1.0395630322399887,-0.7946
long,LLM(Combined),,,0.0,1.0,0.751627765586131,-0.2686
medium,Bayes(range),0.0,-48.03100162230931,0.6185915886478736,0.7177189478855144,0.633813714449989,-0.362869848006571
medium,EmpiricalLinear,3.0,-39.69089704482025,0.633237980807999,0.7041935649191617,0.6539816138720028,-0.4020044267490573
medium,Bayes(stimulus),0.0,-3.441606801799798,0.9661694287980503,0.31137895686493067,0.9935032665425736,-0.7924751348506686
medium,Equal,0.0,8.46242798284258,1.0883080905699452,0.12626964877030522,1.1532588087675721,-0.9641999999999998
medium,LLM(Combined),,,0.0,1.0,0.5000304790710262,-0.10449999999999987
short,Equal,0.0,-67.18109598645651,0.5107827326760371,0.8360725717862887,0.5038064340597487,-0.27496999999999994
short,Bayes(range),0.0,-62.00791991297133,0.5379018345495377,0.818203607108545,0.40099772789148547,-0.07858255801175058
short,EmpiricalLinear,3.0,-51.1271725198118,0.5648067028621847,0.7995625379076234,0.4146525025745426,-0.038189988097015216
short,Bayes(stimulus),0.0,-46.7144573636548,0.6267894666282917,0.7531559917795839,0.548401112299024,-0.051540863153682726
short,LLM(Combined),,,0.0,1.0,0.6477467429481987,-0.34016999999999986
