range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.999980000399992,1.999960000798051e-05
short,1,0.4283951745567538,0.5716048254432462
short,2,0.999998000004,1.999996000034976e-06
short,3,0.6268177715374588,0.37318222846254123
short,4,3.333322222259259e-06,0.9999966666777778
short,5,0.5,0.5
short,6,4.7478646478746175e-06,0.9999952521353521
short,7,0.9999954285923264,4.571407673625849e-06
short,8,0.9715745058849655,0.028425494115034478
short,9,0.43529411764705883,0.5647058823529412
medium,0,0.55884799334581,0.44115200665418997
medium,1,0.5045630045630046,0.4954369954369954
medium,2,0.8564826373284953,0.14351736267150472
medium,3,0.2261788441356349,0.7738211558643651
medium,4,0.5231828117006929,0.4768171882993071
medium,5,0.3944876919840102,0.6055123080159899
medium,6,0.8027228358592342,0.1972771641407658
medium,7,0.5558596155161799,0.4441403844838201
medium,8,0.8773049192879473,0.1226950807120527
medium,9,0.7594314149051072,0.24056858509489276
long,0,0.6239270345693394,0.3760729654306606
long,1,0.6789950872708389,0.3210049127291611
long,2,0.9479002007946341,0.05209979920536589
long,3,0.8952821291050016,0.1047178708949984
long,4,0.9960809928151535,0.003919007184846501
long,5,0.9649593877962005,0.035040612203799504
long,6,0.8995912257470203,0.10040877425297967
long,7,0.9717375531216529,0.028262446878347114
long,8,0.8112094395280236,0.1887905604719764
long,9,0.7406968475942164,0.2593031524057836
