range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,2.0,-245.46679087130912,0.08252385228794284,0.5746281566948194,0.09150790216045368,-0.06151394572719319
long,Combo_Oracle,0.0,-245.39457411671418,0.08595376520116009,0.5385341529737638,0.0918280225869212,-0.06486750888263726
long,Equal,0.0,-242.10293748988735,0.08883013086785362,0.5071323007677719,0.0762137910748442,-0.04421500000000001
long,Combo_NonOracle,0.0,-238.8906490004631,0.09172993665096463,0.47442833848491905,0.07264687427021983,-0.039211153684929397
long,LLM(Combined),,,0.0,1.0,0.11598992628672543,-0.07825000000000001
medium,Combo_Oracle,0.0,-225.1872598141549,0.10520203884749434,0.2712710452857042,0.0916636827840339,0.004741543679152026
medium,Combo_NonOracle,0.0,-220.82716379590846,0.10989041489298536,0.20487146644627785,0.10151354659224146,0.03282333100282717
medium,Equal,0.0,-220.32877998154387,0.11043945796885071,0.1969062512211771,0.10014444283096156,0.033123586510263925
medium,EmpiricalLinear,2.0,-213.1484119240591,0.114008289390541,0.14416395938745497,0.09724830681738801,0.03416160874363982
medium,LLM(Combined),,,0.0,1.0,0.11542924672716183,-0.010870000000000006
short,Combo_Oracle,0.0,-242.32157662693652,0.0886361255992661,0.3997277841344071,0.09470535217595333,0.060125965203485426
short,EmpiricalLinear,2.0,-237.96599020020489,0.08895186466105359,0.3954435951498779,0.12122559309911939,0.09906371864255675
short,Equal,0.0,-236.5530433043204,0.09389947976426707,0.3263208817237162,0.132588820418616,0.11042999999999999
short,Combo_NonOracle,0.0,-234.4346674656912,0.0959098419913793,0.2971655110932653,0.13613947901874243,0.11371777984412615
short,LLM(Combined),,,0.0,1.0,0.09519949054485534,0.07195000000000001
