correct,response,range_category,trial
0.25,0.53,short,0
0.48,0.67,short,1
0.39,0.19,short,2
0.34,0.32,short,3
0.16,0.13,short,4
0.16,0.16,short,5
0.12,0.12,short,6
0.45,0.44,short,7
0.34,0.36,short,8
0.38,0.37,short,9
0.25,0.56,short,10
0.48,0.72,short,11
0.39,0.18,short,12
0.34,0.34,short,13
0.16,0.08,short,14
0.16,0.12,short,15
0.12,0.06,short,16
0.45,0.48,short,17
0.34,0.32,short,18
0.38,0.42,short,19
0.25,0.62,short,20
0.48,0.71,short,21
0.39,0.17,short,22
0.34,0.23,short,23
0.16,0.11,short,24
0.16,0.08,short,25
0.12,0.07,short,26
0.45,0.41,short,27
0.34,0.29,short,28
0.38,0.35,short,29
0.25,0.55,short,30
0.48,0.68,short,31
0.39,0.15,short,32
0.34,0.32,short,33
0.16,0.11,short,34
0.16,0.15,short,35
0.12,0.12,short,36
0.45,0.45,short,37
0.34,0.32,short,38
0.38,0.36,short,39
0.25,0.56,short,40
0.48,0.67,short,41
0.39,0.19,short,42
0.34,0.32,short,43
0.16,0.11,short,44
0.16,0.15,short,45
0.12,0.12,short,46
0.45,0.5,short,47
0.34,0.33,short,48
0.38,0.37,short,49
0.49,0.77,medium,0
0.78,0.82,medium,1
0.67,0.72,medium,2
0.6,0.64,medium,3
0.38,0.17,medium,4
0.38,0.29,medium,5
0.33,0.18,medium,6
0.73,0.76,medium,7
0.6,0.71,medium,8
0.65,0.68,medium,9
0.49,0.72,medium,10
0.78,0.81,medium,11
0.67,0.69,medium,12
0.6,0.58,medium,13
0.38,0.12,medium,14
0.38,0.28,medium,15
0.33,0.17,medium,16
0.73,0.74,medium,17
0.6,0.73,medium,18
0.65,0.66,medium,19
0.49,0.72,medium,20
0.78,0.81,medium,21
0.67,0.67,medium,22
0.6,0.55,medium,23
0.38,0.15,medium,24
0.38,0.35,medium,25
0.33,0.2,medium,26
0.73,0.75,medium,27
0.6,0.7,medium,28
0.65,0.65,medium,29
0.49,0.71,medium,30
0.78,0.77,medium,31
0.67,0.71,medium,32
0.6,0.67,medium,33
0.38,0.22,medium,34
0.38,0.28,medium,35
0.33,0.19,medium,36
0.73,0.75,medium,37
0.6,0.71,medium,38
0.65,0.69,medium,39
0.49,0.71,medium,40
0.78,0.77,medium,41
0.67,0.68,medium,42
0.6,0.64,medium,43
0.38,0.17,medium,44
0.38,0.26,medium,45
0.33,0.19,medium,46
0.73,0.7,medium,47
0.6,0.67,medium,48
0.65,0.7,medium,49
0.65,0.77,long,0
0.88,0.92,long,1
0.79,0.66,long,2
0.74,0.75,long,3
0.56,0.63,long,4
0.56,0.56,long,5
0.52,0.44,long,6
0.85,0.82,long,7
0.74,0.67,long,8
0.78,0.75,long,9
0.65,0.75,long,10
0.88,0.84,long,11
0.79,0.65,long,12
0.74,0.73,long,13
0.56,0.58,long,14
0.56,0.45,long,15
0.52,0.41,long,16
0.85,0.79,long,17
0.74,0.63,long,18
0.78,0.71,long,19
0.65,0.73,long,20
0.88,0.86,long,21
0.79,0.68,long,22
0.74,0.78,long,23
0.56,0.61,long,24
0.56,0.53,long,25
0.52,0.44,long,26
0.85,0.79,long,27
0.74,0.65,long,28
0.78,0.75,long,29
0.65,0.75,long,30
0.88,0.86,long,31
0.79,0.71,long,32
0.74,0.77,long,33
0.56,0.67,long,34
0.56,0.53,long,35
0.52,0.53,long,36
0.85,0.83,long,37
0.74,0.65,long,38
0.78,0.73,long,39
0.65,0.7,long,40
0.88,0.9,long,41
0.79,0.68,long,42
0.74,0.72,long,43
0.56,0.62,long,44
0.56,0.54,long,45
0.52,0.46,long,46
0.85,0.82,long,47
0.74,0.64,long,48
0.78,0.76,long,49
