correct,response,input_value,range_category,trial,stimulus_id
2.4622,2.11,2.4622,short,0,0
4.8023,3.69,4.8023,short,1,1
4.0078,4.5,4.0078,short,2,2
3.4004,2.83,3.4004,short,3,3
1.5,1.58,1.5,short,4,4
1.6771,1.8,1.6771,short,5,5
1.25,1.25,1.25,short,6,6
4.3732,4.28,4.3732,short,7,7
3.4004,2.18,3.4004,short,8,8
3.8243,4.36,3.8243,short,9,9
2.4622,1.75,2.4622,short,10,0
4.8023,4.03,4.8023,short,11,1
4.0078,4.25,4.0078,short,12,2
3.4004,2.5,3.4004,short,13,3
1.5,1.5,1.5,short,14,4
1.6771,1.56,1.6771,short,15,5
1.25,1.25,1.25,short,16,6
4.3732,3.35,4.3732,short,17,7
3.4004,2.05,3.4004,short,18,8
3.8243,3.64,3.8243,short,19,9
2.4622,2.06,2.4622,short,20,0
4.8023,5.01,4.8023,short,21,1
4.0078,4.5,4.0078,short,22,2
3.4004,3.76,3.4004,short,23,3
1.5,1.75,1.5,short,24,4
1.6771,1.96,1.6771,short,25,5
1.25,1.5,1.25,short,26,6
4.3732,4.94,4.3732,short,27,7
3.4004,2.87,3.4004,short,28,8
3.8243,4.26,3.8243,short,29,9
2.4622,2.06,2.4622,short,30,0
4.8023,3.91,4.8023,short,31,1
4.0078,4.25,4.0078,short,32,2
3.4004,2.69,3.4004,short,33,3
1.5,1.5,1.5,short,34,4
1.6771,1.63,1.6771,short,35,5
1.25,1.32,1.25,short,36,6
4.3732,3.64,4.3732,short,37,7
3.4004,2.06,3.4004,short,38,8
3.8243,4.25,3.8243,short,39,9
2.4622,1.875,2.4622,short,40,0
4.8023,4.25,4.8023,short,41,1
4.0078,4.5,4.0078,short,42,2
3.4004,3.5,3.4004,short,43,3
1.5,1.5,1.5,short,44,4
1.6771,1.75,1.6771,short,45,5
1.25,1.25,1.25,short,46,6
4.3732,3.75,4.3732,short,47,7
3.4004,2.25,3.4004,short,48,8
3.8243,4.25,3.8243,short,49,9
4.423,2.92,4.423,medium,0,0
6.8648,5.14,6.8648,medium,1,1
5.8363,5.59,5.8363,medium,2,2
5.3502,3.86,5.3502,medium,3,3
3.5532,3.54,3.5532,medium,4,4
3.5089,3.76,3.5089,medium,5,5
3.1623,3.69,3.1623,medium,6,6
6.5192,6.64,6.5192,medium,7,7
5.3502,5.54,5.3502,medium,8,8
5.8149,6.06,5.8149,medium,9,9
4.423,3.2,4.423,medium,10,0
6.8648,5.45,6.8648,medium,11,1
5.8363,6.22,5.8363,medium,12,2
5.3502,3.35,5.3502,medium,13,3
3.5532,3.56,3.5532,medium,14,4
3.5089,4.25,3.5089,medium,15,5
3.1623,3.97,3.1623,medium,16,6
6.5192,6.87,6.5192,medium,17,7
5.3502,5.91,5.3502,medium,18,8
5.8149,6.08,5.8149,medium,19,9
4.423,3.35,4.423,medium,20,0
6.8648,5.59,6.8648,medium,21,1
5.8363,5.55,5.8363,medium,22,2
5.3502,4.03,5.3502,medium,23,3
3.5532,3.16,3.5532,medium,24,4
3.5089,3.73,3.5089,medium,25,5
3.1623,3.32,3.1623,medium,26,6
6.5192,7.01,6.5192,medium,27,7
5.3502,5.34,5.3502,medium,28,8
5.8149,6.37,5.8149,medium,29,9
4.423,2.92,4.423,medium,30,0
6.8648,5.22,6.8648,medium,31,1
5.8363,5.68,5.8363,medium,32,2
5.3502,3.61,5.3502,medium,33,3
3.5532,3.67,3.5532,medium,34,4
3.5089,3.57,3.5089,medium,35,5
3.1623,3.54,3.1623,medium,36,6
6.5192,6.8,6.5192,medium,37,7
5.3502,6.06,5.3502,medium,38,8
5.8149,6.35,5.8149,medium,39,9
4.423,3.25,4.423,medium,40,0
6.8648,5.94,6.8648,medium,41,1
5.8363,5.92,5.8363,medium,42,2
5.3502,3.62,5.3502,medium,43,3
3.5532,3.77,3.5532,medium,44,4
3.5089,4.11,3.5089,medium,45,5
3.1623,4.01,3.1623,medium,46,6
6.5192,6.87,6.5192,medium,47,7
5.3502,5.77,5.3502,medium,48,8
5.8149,5.9,5.8149,medium,49,9
6.408,5.9,6.408,long,0,0
8.6783,8.4,8.6783,long,1,1
7.9451,8.5,7.9451,long,2,2
7.2887,7.1,7.2887,long,3,3
5.5509,5.9,5.5509,long,4,4
5.7009,5.2,5.7009,long,5,5
5.2202,6.1,5.2202,long,6,6
8.5147,9.5,8.5147,long,7,7
7.433,6.5,7.433,long,8,8
7.8302,9.6,7.8302,long,9,9
6.408,4.47,6.408,long,10,0
8.6783,7.07,8.6783,long,11,1
7.9451,7.5,7.9451,long,12,2
7.2887,6.08,7.2887,long,13,3
5.5509,5.66,5.5509,long,14,4
5.7009,4.92,5.7009,long,15,5
5.2202,5.83,5.2202,long,16,6
8.5147,8.84,8.5147,long,17,7
7.433,5.59,7.433,long,18,8
7.8302,8.6,7.8302,long,19,9
6.408,5.61,6.408,long,20,0
8.6783,7.09,8.6783,long,21,1
7.9451,7.11,7.9451,long,22,2
7.2887,6.16,7.2887,long,23,3
5.5509,5.09,5.5509,long,24,4
5.7009,4.66,5.7009,long,25,5
5.2202,6.06,5.2202,long,26,6
8.5147,8.72,8.5147,long,27,7
7.433,5.36,7.433,long,28,8
7.8302,8.53,7.8302,long,29,9
6.408,6.01,6.408,long,30,0
8.6783,8.06,8.6783,long,31,1
7.9451,8.14,7.9451,long,32,2
7.2887,7.29,7.2887,long,33,3
5.5509,5.66,5.5509,long,34,4
5.7009,5.56,5.7009,long,35,5
5.2202,6.09,5.2202,long,36,6
