correct,response,input_value,range_category,trial,stimulus_id
3.8243,14.0,3.8243,short,0,0
3.4004,12.0,3.4004,short,1,1
4.3732,11.0,4.3732,short,2,2
1.25,6.0,1.25,short,3,3
1.6771,8.0,1.6771,short,4,4
1.5,7.0,1.5,short,5,5
3.4004,10.0,3.4004,short,6,6
4.0078,9.0,4.0078,short,7,7
4.8023,13.0,4.8023,short,8,8
2.4622,8.0,2.4622,short,9,9
3.8243,14.0,3.8243,short,10,0
3.4004,10.0,3.4004,short,11,1
4.3732,10.0,4.3732,short,12,2
1.25,6.0,1.25,short,13,3
1.6771,8.0,1.6771,short,14,4
1.5,7.0,1.5,short,15,5
3.4004,11.0,3.4004,short,16,6
4.0078,9.0,4.0078,short,17,7
4.8023,12.0,4.8023,short,18,8
2.4622,10.0,2.4622,short,19,9
3.8243,14.0,3.8243,short,20,0
3.4004,12.0,3.4004,short,21,1
4.3732,10.0,4.3732,short,22,2
1.25,6.0,1.25,short,23,3
1.6771,8.0,1.6771,short,24,4
1.5,6.0,1.5,short,25,5
3.4004,9.0,3.4004,short,26,6
4.0078,8.0,4.0078,short,27,7
4.8023,9.0,4.8023,short,28,8
2.4622,7.0,2.4622,short,29,9
3.8243,14.0,3.8243,short,30,0
3.4004,10.0,3.4004,short,31,1
4.3732,10.0,4.3732,short,32,2
1.25,6.0,1.25,short,33,3
1.6771,8.0,1.6771,short,34,4
1.5,7.0,1.5,short,35,5
3.4004,9.0,3.4004,short,36,6
4.0078,8.0,4.0078,short,37,7
4.8023,11.0,4.8023,short,38,8
2.4622,7.0,2.4622,short,39,9
3.8243,14.0,3.8243,short,40,0
3.4004,10.0,3.4004,short,41,1
4.3732,10.0,4.3732,short,42,2
1.25,5.0,1.25,short,43,3
1.6771,7.0,1.6771,short,44,4
1.5,6.0,1.5,short,45,5
3.4004,9.0,3.4004,short,46,6
4.0078,9.0,4.0078,short,47,7
4.8023,11.0,4.8023,short,48,8
2.4622,8.0,2.4622,short,49,9
5.8149,14.0,5.8149,medium,0,0
5.3502,10.0,5.3502,medium,1,1
6.5192,14.0,6.5192,medium,2,2
3.1623,9.0,3.1623,medium,3,3
3.5089,10.0,3.5089,medium,4,4
3.5532,11.0,3.5532,medium,5,5
5.3502,13.0,5.3502,medium,6,6
5.8363,12.0,5.8363,medium,7,7
6.8648,11.0,6.8648,medium,8,8
4.423,12.0,4.423,medium,9,9
5.8149,14.0,5.8149,medium,10,0
5.3502,10.0,5.3502,medium,11,1
6.5192,12.0,6.5192,medium,12,2
3.1623,9.0,3.1623,medium,13,3
3.5089,10.0,3.5089,medium,14,4
3.5532,11.0,3.5532,medium,15,5
5.3502,13.0,5.3502,medium,16,6
5.8363,12.0,5.8363,medium,17,7
6.8648,13.0,6.8648,medium,18,8
4.423,12.0,4.423,medium,19,9
5.8149,14.0,5.8149,medium,20,0
5.3502,13.0,5.3502,medium,21,1
6.5192,14.0,6.5192,medium,22,2
3.1623,9.0,3.1623,medium,23,3
3.5089,10.0,3.5089,medium,24,4
3.5532,11.0,3.5532,medium,25,5
5.3502,12.0,5.3502,medium,26,6
5.8363,13.0,5.8363,medium,27,7
6.8648,14.0,6.8648,medium,28,8
4.423,14.0,4.423,medium,29,9
5.8149,14.0,5.8149,medium,30,0
5.3502,10.0,5.3502,medium,31,1
6.5192,14.0,6.5192,medium,32,2
3.1623,9.0,3.1623,medium,33,3
3.5089,10.0,3.5089,medium,34,4
3.5532,11.0,3.5532,medium,35,5
5.3502,12.0,5.3502,medium,36,6
5.8363,13.0,5.8363,medium,37,7
6.8648,14.0,6.8648,medium,38,8
4.423,13.0,4.423,medium,39,9
5.8149,14.0,5.8149,medium,40,0
5.3502,10.0,5.3502,medium,41,1
6.5192,13.0,6.5192,medium,42,2
3.1623,8.0,3.1623,medium,43,3
3.5089,9.0,3.5089,medium,44,4
3.5532,11.0,3.5532,medium,45,5
5.3502,11.0,5.3502,medium,46,6
5.8363,12.0,5.8363,medium,47,7
6.8648,10.0,6.8648,medium,48,8
4.423,11.0,4.423,medium,49,9
7.8302,13.0,7.8302,long,0,0
7.433,14.0,7.433,long,1,1
8.5147,14.0,8.5147,long,2,2
5.2202,13.0,5.2202,long,3,3
5.7009,14.0,5.7009,long,4,4
5.5509,14.0,5.5509,long,5,5
7.2887,14.0,7.2887,long,6,6
7.9451,14.0,7.9451,long,7,7
8.6783,14.0,8.6783,long,8,8
6.408,14.0,6.408,long,9,9
7.8302,13.0,7.8302,long,10,0
7.433,13.0,7.433,long,11,1
8.5147,14.0,8.5147,long,12,2
5.2202,14.0,5.2202,long,13,3
5.7009,14.0,5.7009,long,14,4
5.5509,14.0,5.5509,long,15,5
7.2887,14.0,7.2887,long,16,6
7.9451,14.0,7.9451,long,17,7
8.6783,14.0,8.6783,long,18,8
6.408,14.0,6.408,long,19,9
7.8302,13.0,7.8302,long,20,0
7.433,13.0,7.433,long,21,1
8.5147,14.0,8.5147,long,22,2
5.2202,14.0,5.2202,long,23,3
5.7009,14.0,5.7009,long,24,4
5.5509,14.0,5.5509,long,25,5
7.2887,14.0,7.2887,long,26,6
7.9451,14.0,7.9451,long,27,7
8.6783,14.0,8.6783,long,28,8
6.408,14.0,6.408,long,29,9
7.8302,13.0,7.8302,long,30,0
7.433,13.0,7.433,long,31,1
8.5147,14.0,8.5147,long,32,2
5.2202,14.0,5.2202,long,33,3
5.7009,14.0,5.7009,long,34,4
5.5509,14.0,5.5509,long,35,5
7.2887,14.0,7.2887,long,36,6
7.9451,14.0,7.9451,long,37,7
8.6783,14.0,8.6783,long,38,8
6.408,14.0,6.408,long,39,9
7.8302,13.0,7.8302,long,40,0
7.433,13.0,7.433,long,41,1
8.5147,14.0,8.5147,long,42,2
5.2202,14.0,5.2202,long,43,3
5.7009,14.0,5.7009,long,44,4
5.5509,14.0,5.5509,long,45,5
7.2887,14.0,7.2887,long,46,6
7.9451,14.0,7.9451,long,47,7
8.6783,14.0,8.6783,long,48,8
6.408,14.0,6.408,long,49,9
