range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Equal,0.0,43.725268233652436,1.5484472929072246,-0.1393554124284362,1.6434034142535432,-1.381136907901185
long,EmpiricalLinear,3.0,45.08923569730908,1.4782993762284231,-0.03846329978495078,2.0123538315678493,-1.858533111500036
long,Bayes(range),0.0,46.78790554402342,1.5966042904060114,-0.2113257500459167,1.311066625636031,-1.0207916477837988
long,Bayes(stimulus),0.0,47.34419977054757,1.6055108582866464,-0.22487807145338334,1.2363864512983218,-0.9384699821691026
long,LLM(Combined),,,0.0,1.0,2.114319242877007,-1.5385320000000002
medium,Equal,0.0,28.71896434766311,1.3326769229970905,0.17315009683188987,1.2816095481854057,-1.1171200000000001
medium,EmpiricalLinear,3.0,28.997961093023868,1.2585743485072836,0.2625464391488468,1.4359484699203642,-1.323816944479149
medium,Bayes(stimulus),0.0,33.685582547092366,1.4005371274006928,0.08679942256536,1.2452319375348364,-0.9913773663088772
medium,Bayes(range),0.0,53.276517772061105,1.7036366595725632,-0.3512349775907906,0.6257759725814157,-0.41815149979459604
medium,LLM(Combined),,,0.0,1.0,2.0053324394311423,-1.5677011862576142
short,EmpiricalLinear,3.0,-44.40897886399471,0.6040551431302631,0.6899104679307674,0.851819253328323,-0.6717611302784201
short,Equal,0.0,-35.523886578505,0.701005976864677,0.5823837642109909,0.7166718154078615,-0.4640699999999998
short,Bayes(range),0.0,-17.413214401025243,0.8401858647923027,0.40009197117926487,0.5040293054352892,-0.16511364867514403
short,Bayes(stimulus),0.0,-12.64564471783518,0.8812125279992632,0.34007397075893386,0.6857904699118168,-0.2705631839625322
short,LLM(Combined),,,0.0,1.0,0.985438282085692,-0.7478779999999999
