range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.17948717948717938,0.8205128205128206
short,1,0.4260355029585801,0.5739644970414199
short,2,0.8256880733944953,0.17431192660550465
short,3,0.5319148936170208,0.4680851063829792
short,4,0.37647058823529433,0.6235294117647057
short,5,0.4137931034482759,0.5862068965517241
short,6,0.8174603174603174,0.18253968253968256
short,7,0.6335877862595418,0.3664122137404582
short,8,0.5944055944055945,0.4055944055944055
short,9,0.42574257425742595,0.5742574257425741
medium,0,0.978799185888738,0.021200814111261956
medium,1,0.17837431008529875,0.8216256899147012
medium,2,0.11363869248898452,0.8863613075110155
medium,3,0.3038125971076849,0.6961874028923152
medium,4,0.540301396377713,0.459698603622287
medium,5,0.2751180040458533,0.7248819959541467
medium,6,0.18961735315622688,0.8103826468437731
medium,7,0.22100656455142254,0.7789934354485775
medium,8,0.20919031502212979,0.7908096849778702
medium,9,0.429067140090381,0.5709328599096191
long,0,0.5362318840579711,0.46376811594202894
long,1,0.17000000000000043,0.8299999999999996
long,2,0.5327868852459028,0.4672131147540972
long,3,0.5172413793103439,0.48275862068965614
long,4,0.9124999999999999,0.08750000000000013
long,5,0.6799999999999996,0.3200000000000004
long,6,0.6696428571428572,0.3303571428571428
long,7,0.6666666666666654,0.3333333333333346
long,8,0.20833333333333334,0.7916666666666666
long,9,0.8846153846153846,0.11538461538461542
