range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.29543595740940315,0.7045640425905968
short,1,0.24899972719832683,0.7510002728016731
short,2,0.5,0.5
short,3,0.5486517280668441,0.45134827193315585
short,4,0.5,0.5
short,5,0.7999999999999999,0.20000000000000007
short,6,2.0148697386713957e-05,0.9999798513026132
short,7,0.2100655307994757,0.7899344692005243
short,8,0.3079447322970642,0.6920552677029358
short,9,0.855235835063779,0.14476416493622102
medium,0,0.3016786742227864,0.6983213257772136
medium,1,0.4187003651962205,0.5812996348037796
medium,2,0.9447601588756492,0.055239841124350764
medium,3,0.6300652472527472,0.36993475274725285
medium,4,0.1468515037593985,0.8531484962406015
medium,5,0.2506110711718187,0.7493889288281813
medium,6,0.5022703240654351,0.49772967593456485
medium,7,0.5067765981477299,0.4932234018522701
medium,8,0.9999918520993066,8.147900693367127e-06
medium,9,0.43666954270923236,0.5633304572907676
long,0,0.9875042502550153,0.012495749744984685
long,1,0.1730224613033251,0.8269775386966749
long,2,0.05261332099907505,0.947386679000925
long,3,0.4708240009430628,0.5291759990569371
long,4,0.9999758867642449,2.4113235755129914e-05
long,5,0.44593470576003313,0.5540652942399669
long,6,0.46656869948567176,0.5334313005143283
long,7,0.8309905020352782,0.16900949796472176
long,8,0.4473042248541628,0.5526957751458372
long,9,0.2836739974126778,0.7163260025873222
