range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-50.948518816154134,0.5658166528432583,0.7470887341304651,0.501229455187989,-0.24359389972747508
long,Bayes(range),0.0,-43.94886038696146,0.6443658630464276,0.6719940107899041,0.4453767832208376,0.05334540676354502
long,Equal,0.0,-36.33085506308398,0.6953718429732397,0.6180109380789081,0.49680050120747665,0.1348
long,Bayes(stimulus),0.0,-15.437319620754261,0.8569521500348303,0.4198639277630829,0.7604490162747048,0.09121578725546692
long,LLM(Combined),,,0.0,1.0,0.631603085806268,-0.20400000000000001
medium,EmpiricalLinear,3.0,-112.33917918194237,0.30623827859696684,0.9204350089263769,0.5062388637632864,-0.15406108097559576
medium,Bayes(range),0.0,-109.6269752885141,0.3341150938863719,0.9052901257648843,0.46115287823826273,0.006695896958073515
medium,Equal,0.0,-100.8334789991236,0.3648259859165736,0.887079030493328,0.5240453606320736,0.052900000000000065
medium,Bayes(stimulus),0.0,-96.24659356487007,0.38194985995524716,0.8762298894404523,0.5294843271879511,-0.02905367275422601
medium,LLM(Combined),,,0.0,1.0,0.44701986533038995,-0.06649999999999993
short,EmpiricalLinear,3.0,-75.4301936810787,0.4429484254531998,0.8602621002851454,0.2975871061804755,-0.06721501929692578
short,Bayes(range),0.0,-71.62395517297404,0.4885861085307462,0.8299838736854938,0.31840708470450785,-0.015124861059618749
short,Equal,0.0,-69.12347800010893,0.5009571151805311,0.8212652547484375,0.32340356251902985,0.01565500000000004
short,Bayes(stimulus),0.0,-60.68403344511487,0.5450703912224141,0.7884012637140212,0.33885071074654094,0.035189031294735953
short,LLM(Combined),,,0.0,1.0,0.5443590754272404,-0.1943699999999999
