correct,response,input_value,range_category,trial,stimulus_id
0.38323,0.37,0.38323,short,0,0
0.34045,0.37,0.34045,short,1,1
0.44647,0.36,0.44647,short,2,2
0.12323,0.16,0.12323,short,3,3
0.1624,0.17,0.1624,short,4,4
0.16241,0.16,0.16241,short,5,5
0.33946,0.37,0.33946,short,6,6
0.3928,0.29,0.3928,short,7,7
0.48029,0.31,0.48029,short,8,8
0.24982,0.29,0.24982,short,9,9
0.38323,,0.38323,short,10,0
0.34045,0.5,0.34045,short,11,1
0.44647,0.43,0.44647,short,12,2
0.12323,0.13,0.12323,short,13,3
0.1624,0.19,0.1624,short,14,4
0.16241,0.17,0.16241,short,15,5
0.33946,0.38,0.33946,short,16,6
0.3928,0.27,0.3928,short,17,7
0.48029,0.31,0.48029,short,18,8
0.24982,0.33,0.24982,short,19,9
0.38323,,0.38323,short,20,0
0.34045,0.5,0.34045,short,21,1
0.44647,0.45,0.44647,short,22,2
0.12323,0.1,0.12323,short,23,3
0.1624,0.17,0.1624,short,24,4
0.16241,0.14,0.16241,short,25,5
0.33946,0.3,0.33946,short,26,6
0.3928,0.27,0.3928,short,27,7
0.48029,0.32,0.48029,short,28,8
0.24982,0.25,0.24982,short,29,9
0.38323,,0.38323,short,30,0
0.34045,0.5,0.34045,short,31,1
0.44647,0.4,0.44647,short,32,2
0.12323,0.14,0.12323,short,33,3
0.1624,0.17,0.1624,short,34,4
0.16241,0.16,0.16241,short,35,5
0.33946,0.38,0.33946,short,36,6
0.3928,0.3,0.3928,short,37,7
0.48029,0.33,0.48029,short,38,8
0.24982,0.28,0.24982,short,39,9
0.38323,0.5,0.38323,short,40,0
0.34045,0.375,0.34045,short,41,1
0.44647,0.5,0.44647,short,42,2
0.12323,0.1,0.12323,short,43,3
0.1624,0.17,0.1624,short,44,4
0.16241,0.17,0.16241,short,45,5
0.33946,0.375,0.33946,short,46,6
0.3928,0.375,0.3928,short,47,7
0.48029,0.375,0.48029,short,48,8
0.24982,0.3,0.24982,short,49,9
0.65404,0.61,0.65404,medium,0,0
0.60056,0.5,0.60056,medium,1,1
0.73309,0.46,0.73309,medium,2,2
0.32904,0.29,0.32904,medium,3,3
0.378,0.27,0.378,medium,4,4
0.37801,0.38,0.37801,medium,5,5
0.59933,0.5,0.59933,medium,6,6
0.666,0.43,0.666,medium,7,7
0.77536,0.7,0.77536,medium,8,8
0.48727,0.34,0.48727,medium,9,9
0.65404,0.62,0.65404,medium,10,0
0.60056,0.5,0.60056,medium,11,1
0.73309,0.46,0.73309,medium,12,2
0.32904,0.27,0.32904,medium,13,3
0.378,0.3,0.378,medium,14,4
0.37801,0.38,0.37801,medium,15,5
0.59933,0.53,0.59933,medium,16,6
0.666,0.56,0.666,medium,17,7
0.77536,0.7,0.77536,medium,18,8
0.48727,0.34,0.48727,medium,19,9
0.65404,0.58,0.65404,medium,20,0
0.60056,0.48,0.60056,medium,21,1
0.73309,0.5,0.73309,medium,22,2
0.32904,0.28,0.32904,medium,23,3
0.378,0.25,0.378,medium,24,4
0.37801,0.38,0.37801,medium,25,5
0.59933,0.52,0.59933,medium,26,6
0.666,0.44,0.666,medium,27,7
0.77536,0.7,0.77536,medium,28,8
0.48727,0.35,0.48727,medium,29,9
0.65404,0.62,0.65404,medium,30,0
0.60056,0.5,0.60056,medium,31,1
0.73309,0.55,0.73309,medium,32,2
0.32904,0.28,0.32904,medium,33,3
0.378,0.3,0.378,medium,34,4
0.37801,0.38,0.37801,medium,35,5
0.59933,0.58,0.59933,medium,36,6
0.666,0.51,0.666,medium,37,7
0.77536,0.7,0.77536,medium,38,8
0.48727,0.4,0.48727,medium,39,9
0.65404,0.61,0.65404,medium,40,0
0.60056,0.5,0.60056,medium,41,1
0.73309,0.55,0.73309,medium,42,2
0.32904,0.3,0.32904,medium,43,3
0.378,0.27,0.378,medium,44,4
0.37801,0.38,0.37801,medium,45,5
0.59933,0.53,0.59933,medium,46,6
0.666,0.47,0.666,medium,47,7
0.77536,0.7,0.77536,medium,48,8
0.48727,0.37,0.48727,medium,49,9
0.78323,0.7,0.78323,long,0,0
0.74045,0.6,0.74045,long,1,1
0.84647,0.65,0.84647,long,2,2
0.52323,0.5,0.52323,long,3,3
0.5624,0.4,0.5624,long,4,4
0.56241,0.45,0.56241,long,5,5
0.73946,0.55,0.73946,long,6,6
0.7928,0.58,0.7928,long,7,7
0.88029,0.7,0.88029,long,8,8
0.64982,0.3,0.64982,long,9,9
0.78323,0.7,0.78323,long,10,0
0.74045,0.63,0.74045,long,11,1
0.84647,0.68,0.84647,long,12,2
0.52323,0.5,0.52323,long,13,3
0.5624,0.39,0.5624,long,14,4
0.56241,0.45,0.56241,long,15,5
0.73946,0.5,0.73946,long,16,6
0.7928,0.58,0.7928,long,17,7
0.88029,0.73,0.88029,long,18,8
0.64982,0.39,0.64982,long,19,9
0.78323,,0.78323,long,20,0
0.74045,0.5,0.74045,long,21,1
0.84647,0.7,0.84647,long,22,2
