range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-213.9847508159488,0.11082005622373586,-0.489439600728643,0.23399491666155478,-0.2209604882845201
long,Bayes(stimulus),0.0,-212.27350967706383,0.119703778942287,-0.7378083756675102,0.18255405623586698,-0.1578446560957091
long,Equal,0.0,-210.9868865781074,0.12125386591775124,-0.7831067838708425,0.15482235949629497,-0.13354999999999997
long,Bayes(range),0.0,-210.82513538014103,0.12145015420499858,-0.7888845175536947,0.15449052904309396,-0.13316877056738854
long,LLM(Combined),,,0.0,1.0,0.20029623810745922,-0.16965
medium,EmpiricalLinear,3.0,-278.5252634871975,0.05811958184321887,0.5698078723961395,0.14121817855338153,-0.11889660010023521
medium,Equal,0.0,-220.62223029064717,0.11011584808736662,-0.544248373671046,0.07680554016475635,-0.045570000000000006
medium,Bayes(stimulus),0.0,-215.97830043287018,0.11535014880114548,-0.6945477644594782,0.09676281384905333,-0.04753889603376397
medium,Bayes(range),0.0,-182.0443368245764,0.16195392978061854,-2.3404154043262024,0.0445057146856305,-0.003440611823300278
medium,LLM(Combined),,,0.0,1.0,0.16034347819602768,-0.12147000000000001
short,EmpiricalLinear,3.0,-255.4690587583214,0.07319043121424061,0.22200480705278292,0.07556428314237319,0.01908708838475526
short,Bayes(stimulus),0.0,-227.44016314598628,0.1028584372730824,-0.5365551247648119,0.09709619736409786,0.02629871496088743
short,Equal,0.0,-224.69933284689995,0.1057166022912201,-0.6231351954268718,0.0881052949600647,0.05035000000000001
short,Bayes(range),0.0,-217.37626507399997,0.11374881363605105,-0.8791526182217944,0.08982917219868444,0.06136149165624287
short,LLM(Combined),,,0.0,1.0,0.06776387680763254,-0.02965
