range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Bayes(range),0.0,-0.8432525105681963,0.9914322963133286,0.09774149856789127,0.8859496394356778,-0.2659963015267618
long,Bayes(stimulus),0.0,1.5677597245185184,1.0161261940738697,0.05223612209950146,0.8394657166452296,-0.23355342149720515
long,EmpiricalLinear,3.0,5.923079881877679,0.9992154087877595,0.08351976387223647,0.9308696098934476,-0.3896638079232934
long,Equal,0.0,6.305733286173017,1.0664594292731977,-0.043983261511792104,0.9212216700154866,-0.09167346938775499
long,LLM(Combined),,,0.0,1.0,1.266155750969953,-0.24289795918367346
medium,Bayes(range),0.0,-48.10731362579081,0.6120808144904974,0.7066089674307843,0.7533390107216766,-0.4603989119214628
medium,Bayes(stimulus),0.0,-44.5484213510201,0.6347172035207591,0.6845069175748161,0.7834156501777368,-0.5558183711409627
medium,EmpiricalLinear,3.0,-41.73710088171914,0.6143974335607713,0.7043838969136125,0.772367615064311,-0.48657773135760246
medium,Equal,0.0,-20.27455818422684,0.813114578192263,0.48223487200334125,0.7633918147027133,-0.21848979591836723
medium,LLM(Combined),,,0.0,1.0,0.9146206499728559,-0.49651651266475877
short,Bayes(stimulus),0.0,-57.67339506723638,0.5617300117417356,0.626514556313293,0.6328321338404383,-0.39481416113101203
short,Bayes(range),0.0,-49.64614729159723,0.6086806865992801,0.5614718584524487,0.6214291283148569,-0.37647427235062686
short,EmpiricalLinear,3.0,-48.955217297518,0.5772082419586771,0.6056485225106956,0.6778481768460697,-0.4585094739161874
short,Equal,0.0,-41.44668312786894,0.6606924473611,0.48332540314691963,0.6046913907109972,-0.3128199999999999
short,LLM(Combined),,,0.0,1.0,0.9071413958143458,-0.5925999999999998
